Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
West Virginia,2019,4,1/26/2019,494,444,,99,29,17,10,33,,11,13,94,18,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2019,5,2/2/2019,464,431,10,85,20,15,13,38,,,,107,22,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,6,2/9/2019,436,405,,94,22,17,12,34,,,10,90,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,7,2/16/2019,488,446,,91,26,16,13,42,,,,106,26,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,8,2/23/2019,409,376,,75,16,17,13,33,,,,93,21,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,9,3/2/2019,489,444,,91,21,16,13,32,,12,,132,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,10,3/9/2019,453,406,,76,14,13,13,46,,,,112,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,11,3/16/2019,455,411,,93,23,18,14,33,,12,,99,17,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,12,3/23/2019,469,428,,81,23,16,16,41,10,10,,113,19,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
West Virginia,2019,13,3/30/2019,494,444,10,99,17,20,13,42,,,10,114,13,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,14,4/6/2019,467,422,,103,24,12,,36,,,,99,21,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,15,4/13/2019,451,395,,85,23,12,,40,,10,,102,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,16,4/20/2019,451,402,,82,16,,15,36,,,10,104,12,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,17,4/27/2019,431,393,,67,24,14,,44,,,,103,26,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,18,5/4/2019,437,392,,81,24,15,,29,,,,114,22,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,19,5/11/2019,440,378,,89,13,15,,26,,,,98,21,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,20,5/18/2019,414,376,,92,14,11,,38,,,10,88,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
West Virginia,2019,21,5/25/2019,446,409,,97,16,10,,39,,,,98,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,22,6/1/2019,455,419,,98,18,14,,33,,11,,100,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,23,6/8/2019,406,370,,63,32,18,,27,10,,,97,20,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,24,6/15/2019,441,400,,105,19,13,,28,,,,79,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,25,6/22/2019,415,382,,103,16,14,,25,,10,,101,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,26,6/29/2019,455,405,,91,18,,,25,,,,114,18,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,27,7/6/2019,402,345,,83,10,17,,29,,,,80,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,28,7/13/2019,401,349,,71,20,14,,23,,,,89,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,29,7/20/2019,368,329,12,84,11,,,23,,,10,76,15,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,30,7/27/2019,442,399,,76,17,18,,35,,10,,102,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,31,8/3/2019,423,369,,75,22,20,,22,,10,,86,18,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,32,8/10/2019,383,331,,90,18,16,,27,,,11,70,21,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,33,8/17/2019,411,361,,96,12,15,,25,,12,13,79,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,34,8/24/2019,393,339,,85,,15,,23,,,11,86,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,35,8/31/2019,387,342,,91,17,14,,29,,,,66,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,36,9/7/2019,420,364,,77,18,10,,29,,13,19,78,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,37,9/14/2019,449,402,,100,18,18,,32,,10,,94,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,38,9/21/2019,398,353,10,85,14,,11,22,,,,74,16,0,0,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,39,9/28/2019,422,381,,105,13,15,,29,,,,88,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,40,10/5/2019,437,383,,84,22,13,,32,,10,13,86,18,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,41,10/12/2019,441,392,,79,22,18,,37,,13,,84,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,42,10/19/2019,469,417,,82,18,21,,36,,12,12,99,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,43,10/26/2019,412,371,11,76,13,17,,25,,10,,99,20,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,44,11/2/2019,445,388,,95,14,19,,31,,13,10,83,18,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,45,11/9/2019,446,389,,74,18,15,,35,,,11,100,31,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,46,11/16/2019,414,386,,82,26,16,,24,,,15,99,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,47,11/23/2019,461,403,10,97,,18,,34,11,13,,83,18,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
West Virginia,2019,48,11/30/2019,418,376,,83,20,19,,22,,,,82,20,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,49,12/7/2019,458,413,,91,19,17,,37,,,10,101,22,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,50,12/14/2019,461,418,,83,16,20,,42,,,10,110,27,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,51,12/21/2019,469,418,,84,25,14,,30,,,13,104,22,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,52,12/28/2019,414,371,,82,18,19,11,29,,,11,80,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2020,1,1/4/2020,470,437,,82,16,15,11,52,,11,,101,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2020,2,1/11/2020,491,440,12,74,22,20,,39,,12,,111,19,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2020,3,1/18/2020,518,477,,99,22,18,14,40,,18,10,111,20,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,4,1/25/2020,439,388,,83,18,15,12,29,,14,,111,21,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2020,5,2/1/2020,479,441,,90,22,12,,46,,12,15,105,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2020,6,2/8/2020,479,435,,98,24,19,14,29,,11,10,114,13,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,7,2/15/2020,471,440,,102,27,20,14,35,,,17,101,,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
West Virginia,2020,8,2/22/2020,466,421,,70,20,21,13,36,,10,19,105,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,9,2/29/2020,455,407,,91,28,15,10,32,,15,15,92,17,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,10,3/7/2020,482,430,,100,25,13,16,37,,10,13,101,13,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,11,3/14/2020,470,419,,100,17,18,11,40,,,11,97,16,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2020,12,3/21/2020,468,427,,78,21,13,15,42,,15,16,102,25,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,13,3/28/2020,487,439,,78,16,20,15,41,,11,11,105,26,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,14,4/4/2020,450,404,,92,17,26,18,34,,,11,86,14,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,15,4/11/2020,492,438,,102,26,26,12,32,,16,,86,12,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,16,4/18/2020,367,333,,68,16,10,,26,,,,79,14,11,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
West Virginia,2020,17,4/25/2020,422,375,,85,19,,,38,,12,,70,16,16,13,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2020,18,5/2/2020,445,397,,84,23,22,,24,,,,92,21,15,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2020,19,5/9/2020,435,381,,78,14,15,,23,,13,,105,26,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,20,5/16/2020,466,414,,91,17,13,15,32,,,,83,13,15,12,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2020,21,5/23/2020,427,364,,70,20,16,,24,,,,94,18,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,22,5/30/2020,400,355,,68,14,16,,27,,,15,107,12,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,23,6/6/2020,382,343,,92,16,15,,20,,12,11,78,13,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,24,6/13/2020,431,385,,88,17,18,,25,,11,11,89,12,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,25,6/20/2020,395,350,,79,17,18,,20,,10,,105,11,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,26,6/27/2020,441,403,,99,17,13,,27,,,,88,16,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,27,7/4/2020,403,369,,86,22,22,,27,,12,13,72,17,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,28,7/11/2020,398,350,,91,15,17,,11,,,16,87,15,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,29,7/18/2020,384,364,,80,11,10,11,24,,10,20,79,13,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,30,7/25/2020,395,364,,85,17,16,11,27,,,20,77,12,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,31,8/1/2020,279,264,,63,11,,,11,,,,60,,14,13,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
West Virginia,2020,32,8/8/2020,243,229,,46,12,,,,,,12,61,,13,13,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
West Virginia,2020,33,8/15/2020,84,81,,16,,,,,0,0,,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,34,8/22/2020,37,36,0,11,,,0,,0,0,,,0,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
Wisconsin,2019,1,1/5/2019,1115,1023,,211,30,46,19,74,15,23,,256,61,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,2,1/12/2019,1056,958,,216,34,39,21,72,15,24,,238,54,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,3,1/19/2019,1088,997,17,210,22,56,16,53,16,19,,251,59,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,4,1/26/2019,1103,1015,10,224,37,53,15,71,11,13,,252,59,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,5,2/2/2019,1144,1026,15,226,35,51,,52,,27,,254,53,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,6,2/9/2019,1033,930,13,186,36,39,16,62,18,18,,246,55,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,7,2/16/2019,1078,975,14,224,32,47,19,54,12,19,,243,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,8,2/23/2019,1014,928,12,210,23,55,10,67,,10,,245,52,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,9,3/2/2019,1031,933,,192,32,45,21,59,17,21,12,241,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2019,10,3/9/2019,1089,991,,238,34,60,17,54,10,18,,234,49,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,11,3/16/2019,1078,979,15,222,21,41,26,57,16,25,,254,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,12,3/23/2019,1062,953,,219,31,37,23,55,18,24,,245,53,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,13,3/30/2019,1000,901,13,186,35,32,23,62,10,16,,233,46,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,14,4/6/2019,1055,958,12,226,28,63,15,40,16,17,,251,48,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,15,4/13/2019,1051,953,10,202,36,40,19,60,,20,10,243,42,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Wisconsin,2019,16,4/20/2019,997,900,,200,24,36,28,55,17,16,,232,43,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,17,4/27/2019,1027,938,12,231,27,37,15,61,18,20,,213,49,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,18,5/4/2019,1002,905,17,216,25,46,16,52,14,16,,238,47,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,19,5/11/2019,1045,937,,241,28,47,16,62,12,19,0,219,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2019,20,5/18/2019,1011,922,,226,29,43,12,53,10,13,12,235,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2019,21,5/25/2019,1048,951,12,222,36,49,14,57,11,12,,264,36,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,22,6/1/2019,969,868,10,194,27,44,15,37,10,16,,250,36,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,23,6/8/2019,987,888,13,226,35,38,10,48,14,20,,216,43,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,24,6/15/2019,931,828,,211,34,32,10,50,13,12,,211,42,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,25,6/22/2019,986,900,,217,28,42,,55,11,15,,251,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,26,6/29/2019,1003,877,19,218,28,40,10,60,,17,,221,34,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,27,7/6/2019,910,823,14,192,17,53,,52,11,17,,193,42,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,28,7/13/2019,986,883,,231,20,38,11,51,10,13,,239,34,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,29,7/20/2019,997,896,,214,29,41,12,57,,19,,220,55,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,30,7/27/2019,1026,906,14,227,32,48,,55,11,17,,215,40,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,31,8/3/2019,976,863,11,223,39,34,,43,15,17,,210,45,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,32,8/10/2019,997,890,,240,29,55,,51,21,10,,200,38,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,33,8/17/2019,989,878,,214,24,42,14,57,10,23,,226,54,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,34,8/24/2019,958,857,11,240,28,38,,51,,15,,199,41,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,35,8/31/2019,1049,942,10,249,25,44,20,60,16,17,,189,48,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,36,9/7/2019,1054,954,,242,28,39,13,65,17,19,,228,48,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,37,9/14/2019,987,882,11,216,24,43,10,48,,20,,210,51,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,38,9/21/2019,969,873,,226,30,41,,41,13,19,10,213,37,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Wisconsin,2019,39,9/28/2019,1042,933,13,238,30,49,12,44,15,15,12,227,47,0,0,,,,,,,,,,,,,,,
Wisconsin,2019,40,10/5/2019,966,858,,215,23,40,10,46,12,15,,227,40,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,41,10/12/2019,1093,968,11,230,36,53,14,56,11,19,,232,49,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,42,10/19/2019,1095,1003,17,224,28,52,11,48,17,20,,276,55,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,43,10/26/2019,1105,993,,213,31,55,13,56,16,31,,259,48,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,44,11/2/2019,1065,956,13,243,27,65,18,44,14,18,,224,47,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,45,11/9/2019,1079,979,16,228,27,44,12,46,17,32,,231,59,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,46,11/16/2019,1043,939,14,225,34,41,16,53,12,12,,229,51,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,47,11/23/2019,1074,971,,243,42,46,14,55,14,15,,253,34,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,48,11/30/2019,1040,943,14,203,29,51,13,53,16,17,,243,42,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,49,12/7/2019,1090,969,,201,30,63,13,50,10,19,,246,45,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,50,12/14/2019,1111,1006,14,251,30,49,11,49,13,19,,238,50,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,51,12/21/2019,1056,982,,209,31,49,20,61,15,17,,239,47,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,52,12/28/2019,1091,988,,220,27,58,11,63,14,18,,241,56,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2020,1,1/4/2020,1118,1015,13,228,29,54,21,52,15,21,,270,56,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2020,2,1/11/2020,1060,959,,192,28,54,26,59,11,19,,236,49,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
